id,name,common_name,super_category,kingdom,phylum,class,order,family,genus,specific_epithet
9764,Vitis rotundifolia,muscadine,Plants,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,rotundifolia
9765,Krameria bicolor,white ratany,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,bicolor
9766,Krameria erecta,Pima Rhatany,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,erecta
9767,Krameria lanceolata,prairie bur,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,lanceolata
9768,Fagonia laevis,California fagonbush,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Fagonia,laevis
9769,Guaiacum angustifolium,Texas lignum-vitae,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Guaiacum,angustifolium
9770,Guaiacum coulteri,Guaiacum coulteri,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Guaiacum,coulteri
9771,Kallstroemia grandiflora,Arizona poppy,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Kallstroemia,grandiflora
9772,Larrea tridentata,creosote bush,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Larrea,tridentata
9773,Tribulus terrestris,puncture vine,Plants,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus,terrestris
9774,Agathis australis,kauri,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Araucariaceae,Agathis,australis
9775,Calocedrus decurrens,California incense-cedar,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Calocedrus,decurrens
9776,Cupressus macrocarpa,Monterey cypress,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,macrocarpa
9777,Cupressus nootkatensis,Nootka cypress,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,nootkatensis
9778,Juniperus ashei,Ashe juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,ashei
9779,Juniperus californica,California juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,californica
9780,Juniperus communis,common juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,communis
9781,Juniperus deppeana,alligator juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,deppeana
9782,Juniperus grandis,Sierra juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,grandis
9783,Juniperus horizontalis,creeping juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,horizontalis
9784,Juniperus monosperma,one-seed juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,monosperma
9785,Juniperus occidentalis,western juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,occidentalis
9786,Juniperus osteosperma,Utah juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,osteosperma
9787,Juniperus oxycedrus,prickly juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,oxycedrus
9788,Juniperus scopulorum,Rocky Mountain juniper,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,scopulorum
9789,Juniperus virginiana,eastern red cedar,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,virginiana
9790,Sequoia sempervirens,coast redwood,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Sequoia,sempervirens
9791,Sequoiadendron giganteum,giant sequoia,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Sequoiadendron,giganteum
9792,Taxodium ascendens,pondcypress,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,ascendens
9793,Taxodium distichum,baldcypress,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,distichum
9794,Taxodium mucronatum,Montezuma cypress,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,mucronatum
9795,Thuja occidentalis,northern whitecedar,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Thuja,occidentalis
9796,Thuja plicata,western redcedar,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Thuja,plicata
9797,Abies alba,silver fir,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,alba
9798,Abies balsamea,balsam fir,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,balsamea
9799,Abies concolor,white fir,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,concolor
9800,Abies grandis,grand fir,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,grandis
9801,Abies lasiocarpa,subalpine fir,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,lasiocarpa
9802,Abies sibirica,Siberian fir,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,sibirica
9803,Larix decidua,European larch,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,decidua
9804,Larix laricina,tamarack,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,laricina
9805,Larix occidentalis,western larch,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,occidentalis
9806,Larix sibirica,Siberian larch,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,sibirica
9807,Picea abies,Norway spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,abies
9808,Picea engelmannii,Engelmann spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,engelmannii
9809,Picea glauca,white spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,glauca
9810,Picea mariana,black spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,mariana
9811,Picea obovata,Siberian spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,obovata
9812,Picea pungens,blue spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,pungens
9813,Picea rubens,red spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,rubens
9814,Picea sitchensis,Sitka spruce,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,sitchensis
9815,Pinus albicaulis,Whitebark Pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,albicaulis
9816,Pinus banksiana,Jack pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,banksiana
9817,Pinus cembroides,Mexican pinyon,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,cembroides
9818,Pinus contorta,lodgepole pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,contorta
9819,Pinus coulteri,Coulter pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,coulteri
9820,Pinus echinata,shortleaf pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,echinata
9821,Pinus edulis,twin-needle pinyon,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,edulis
9822,Pinus elliottii,slash pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,elliottii
9823,Pinus flexilis,limber pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,flexilis
9824,Pinus jeffreyi,Jeffrey's pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,jeffreyi
9825,Pinus lambertiana,sugar pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,lambertiana
9826,Pinus longaeva,Great Basin bristlecone pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,longaeva
9827,Pinus monophylla,singleleaf pinyon,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,monophylla
9828,Pinus monticola,western white pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,monticola
9829,Pinus nigra,Austrian pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,nigra
9830,Pinus palustris,longleaf pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,palustris
9831,Pinus pinaster,maritime pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,pinaster
9832,Pinus pinea,Stone pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,pinea
9833,Pinus ponderosa,ponderosa pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,ponderosa
9834,Pinus radiata,Monterey pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,radiata
9835,Pinus resinosa,red pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,resinosa
9836,Pinus rigida,pitch pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,rigida
9837,Pinus sabiniana,gray pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,sabiniana
9838,Pinus sibirica,Siberian pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,sibirica
9839,Pinus strobus,eastern white pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,strobus
9840,Pinus sylvestris,Scots pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,sylvestris
9841,Pinus taeda,loblolly pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,taeda
9842,Pinus torreyana,Torrey pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,torreyana
9843,Pinus virginiana,Virginia pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,virginiana
9844,Pseudotsuga menziesii,common Douglas-fir,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pseudotsuga,menziesii
9845,Tsuga canadensis,Canada hemlock,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Tsuga,canadensis
9846,Tsuga heterophylla,western hemlock,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Tsuga,heterophylla
9847,Tsuga mertensiana,mountain hemlock,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Tsuga,mertensiana
9848,Dacrycarpus dacrydioides,kahikatea,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Dacrycarpus,dacrydioides
9849,Dacrydium cupressinum,Red pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Dacrydium,cupressinum
9850,Phyllocladus alpinus,mountain toatoa,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Phyllocladus,alpinus
9851,Phyllocladus trichomanoides,celery pine,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Phyllocladus,trichomanoides
9852,Podocarpus laetus,Hall's totara,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Podocarpus,laetus
9853,Podocarpus totara,totara,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Podocarpus,totara
9854,Prumnopitys ferruginea,Miro,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Prumnopitys,ferruginea
9855,Prumnopitys taxifolia,Matai,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Prumnopitys,taxifolia
9856,Taxus baccata,common yew,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,baccata
9857,Taxus brevifolia,Pacific yew,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,brevifolia
9858,Taxus canadensis,Canadian yew,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,canadensis
9859,Torreya californica,California nutmeg,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Torreya,californica
9860,Cyathea dealbata,silver fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,dealbata
9861,Cyathea medullaris,black tree fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,medullaris
9862,Cyathea smithii,soft tree fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,smithii
9863,Dicksonia antarctica,man fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Dicksoniaceae,Dicksonia,antarctica
9864,Dicksonia fibrosa,golden tree fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Dicksoniaceae,Dicksonia,fibrosa
9865,Dicksonia squarrosa,New Zealand tree fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Dicksoniaceae,Dicksonia,squarrosa
9866,Equisetum arvense,scouring rush,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,arvense
9867,Equisetum fluviatile,water horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,fluviatile
9868,Equisetum hyemale,rough horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,hyemale
9869,Equisetum laevigatum,smooth horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,laevigatum
9870,Equisetum pratense,meadow horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,pratense
9871,Equisetum ramosissimum,Branched Horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,ramosissimum
9872,Equisetum scirpoides,dwarf horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,scirpoides
9873,Equisetum sylvaticum,wood horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,sylvaticum
9874,Equisetum telmateia,giant horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,telmateia
9875,Equisetum variegatum,variegated horsetail,Plants,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,variegatum
9876,Dicranopteris linearis,false staghorn fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Dicranopteris,linearis
9877,Gleichenia dicarpa,tangle fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Gleichenia,dicarpa
9878,Sticherus cunninghamii,Umbrella fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Sticherus,cunninghamii
9879,Hymenophyllum demissum,drooping filmy fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,demissum
9880,Hymenophyllum flabellatum,shiny filmy-fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,flabellatum
9881,Hymenophyllum nephrophyllum,kidney fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,nephrophyllum
9882,Trichomanes venosum,veined bristle-fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Trichomanes,venosum
9883,Botrychium lunaria,moonwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrychium,lunaria
9884,Botrypus virginianus,rattlesnake fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrypus,virginianus
9885,Sceptridium dissectum,cut-leaved grape-fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Sceptridium,dissectum
9886,Sceptridium multifidum,leathery grapefern,Plants,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Sceptridium,multifidum
9887,Leptopteris hymenophylloides,Crepe fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Osmundales,Osmundaceae,Leptopteris,hymenophylloides
9888,Osmunda claytoniana,interrupted fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Osmundales,Osmundaceae,Osmunda,claytoniana
9889,Osmunda regalis,royal fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Osmundales,Osmundaceae,Osmunda,regalis
9890,Osmundastrum cinnamomeum,cinnamon fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Osmundales,Osmundaceae,Osmundastrum,cinnamomeum
9891,Asplenium appendiculatum,Ground Spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,appendiculatum
9892,Asplenium bulbiferum,Hen and Chicks Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,bulbiferum
9893,Asplenium ceterach,Rustyback,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,ceterach
9894,Asplenium flabellifolium,Necklace Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,flabellifolium
9895,Asplenium flaccidum,drooping spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,flaccidum
9896,Asplenium gracillimum,Mother Spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,gracillimum
9897,Asplenium hookerianum,Hooker's Spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,hookerianum
9898,Asplenium montanum,mountain spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,montanum
9899,Asplenium nidus,Bird's Nest Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,nidus
9900,Asplenium oblongifolium,Huruhuruwhenua,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,oblongifolium
9901,Asplenium platyneuron,ebony spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,platyneuron
9902,Asplenium polyodon,Mare's Tail Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,polyodon
9903,Asplenium rhizophyllum,walking fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,rhizophyllum
9904,Asplenium ruta-muraria,wall-rue,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,ruta-muraria
9905,Asplenium scolopendrium,Hart's-tongue fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,scolopendrium
9906,Asplenium trichomanes,maidenhair spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,trichomanes
9907,Asplenium viride,green spleenwort,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,viride
9908,Athyrium angustum,northern lady fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,angustum
9909,Athyrium filix-femina,lady fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,filix-femina
9910,Deparia acrostichoides,silvery glade fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Deparia,acrostichoides
9911,Blechnum chambersii,Rereti,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,chambersii
9912,Blechnum filiforme,Thread Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,filiforme
9913,Blechnum novae-zelandiae,Palm-leaf Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,novae-zelandiae
9914,Blechnum parrisiae,Rasp fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,parrisiae
9915,Blechnum penna-marina,little hard fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,penna-marina
9916,Blechnum procerum,Blechnum procerum,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,procerum
9917,Cranfillia fluviatilis,kiwakiwa,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Cranfillia,fluviatilis
9918,Lomaria discolor,Crown Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Lomaria,discolor
9919,Struthiopteris spicant,deer fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Struthiopteris,spicant
9920,Telmatoblechnum serrulatum,toothed midsorus fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Telmatoblechnum,serrulatum
9921,Woodwardia areolata,netted chain fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia,areolata
9922,Woodwardia fimbriata,giant chain fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia,fimbriata
9923,Woodwardia virginica,Virginia chainfern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia,virginica
9924,Cystopteris bulbifera,bulblet fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,bulbifera
9925,Cystopteris fragilis,brittle bladderfern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,fragilis
9926,Cystopteris protrusa,lowland brittle fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,protrusa
9927,Gymnocarpium dryopteris,northern oak fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Gymnocarpium,dryopteris
9928,Dennstaedtia punctilobula,hay-scented fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Dennstaedtia,punctilobula
9929,Histiopteris incisa,Water Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Histiopteris,incisa
9930,Hypolepis ambigua,common pig fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Hypolepis,ambigua
9931,Paesia scaberula,Hard fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Paesia,scaberula
9932,Pteridium aquilinum,common bracken,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,aquilinum
9933,Pteridium esculentum,Austral Bracken,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,esculentum
9934,Pteridium pinetorum,pinewood bracken,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,pinetorum
9935,Homalosorus pycnocarpos,narrow-leaved glade fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Diplaziopsidaceae,Homalosorus,pycnocarpos
9936,Cyrtomium falcatum,house holly-fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Cyrtomium,falcatum
9937,Dryopteris arguta,coastal woodfern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,arguta
